,cafe,message
619,섬오름카페앤레스토랑,"20190730 제주도 여름휴가조식만 먹었는데 전복죽과 성게미역국은 굿, 브런치같은 아메리칸 조식은 낫베드. 이것들을 먹으로 맛집 갈 계획이면 굳이 안가셔도 됩니다.12시부터 3시까지 런치세트 9,900원. 함박스테이크정식 나옵니다. 맛도 좋고 전망도 최고입니다! 착한 가격에 호텔레스토랑맛을 느낄수 있어요.  경치 주차장은 좋습니다
조용한것도 좋고요 
 섬오름 까페 레스토랑에서는 
음료  케잌등 시키고 핸드폰 배터리가  없어서 충전 케이블가지고 충전부탁했지만 충전기가 없다고 불가능하다고하더라고요

첨에는 아이폰케이블만 있어서  안된다고 하더니 충전케이블 (c type)가져가니 충전기가 없다고 안된다고(직원은 충전도 안하나보죠?) 
원래 충전은 서비스니깐 귀찮아서 안해줬겠거니 생각하는데

서비스가 단 두 테이블밖에 손님이 없어 한가한데도 설렁설렁 서빙하고 바뻐서 그런거라면 이해라도 하겠는데 
알바인지 점장인지 모르겠는데 서비스도 별로 친절도 별로입니다

여기사장님은 여긴직원(남자직원)이러고 있는지 아시나 모르겠네요양식은 물론 한식도 맛있어요. 앞 경치가 정말 멋져요~~수제치즈버거랑 파니니 맛있었어요~버거는 크라제보다 크고 패티가 두툼하니 제입맛에 딱이였어요~"
620,섬타르,"맛없어요분위기도 이쁘고 타르트도 이쁜데 맛이 기대보다는 아니었어요.. 진짜 애그타르트빼곤 다 맛없네요제주 특산품 재료로 만든 타르트 집
여자분들에겐 추천인생타르트"
621,성산해나,"여기 진짜 최고음료 맛은 기본적으로 너무 맛있고, 커피와 음료 가격들은 합리적이었다. 과하다는 느낌이 들 정도의 많은 소품들은 내 눈을 사로잡기에 충분했고, 커피를 마시며 그것들을 향유하고 있었다. 카페를 운영하시는 부부 사장님(?)은 굉장히 친절하셨고, 테이블, 의자, 심지어 화장실까지 하나의 작품을 보는 듯 했다. 성산일출봉 근처에 갈 일이 있거나, 근처에서 식사하게 된다면 무조건 들리는 것을 추천함. 분위기도 멋지고, 디저트도 맛있어보여요!
사장님 엄청 친절하셔요:)
배 고플 때 따로 한번 더 방문할 예정입니다!!!1층 건물 입니다. 내부가 이뻐요!! 비와서 추워 떨가다 들어갔는데 따듯한 분위기라 좋았어요. 도민분들 추천 카페에요ㅋㅋㅋㅋ
디저트는 애크타르트랑 크로와상 추천이요! 주황색 귤 올려가있는건 감귤 라떼인데 안에 감귤있어서 섞어 먹어야 맛나요ㅋㅋㅋ. 다른 주스는 감귤 에이드인데 블루베리랑 레몬이랑 감귤 맛의 조화가 좋아요! 음료는 둘다 추천합니다. 케이크는 티라미수는 다른 카페에서도 파는 보통 케잌입니당 무난하지맛 맛나는 정도ㅇㅇ"
622,섶섬지기,경치좋고 앉을공간 많고!풍광이 좋은 섶섬 맞은 편 올레길 카페. 마을에서 운영하는 공공카페. 창가에 앉아 라테한잔 추천
623,섶섬할망카페,"현금만됩니다
불편합니다
비쌉니다
맛도 별롭니다
바다가 보이는게 전부입니다."
624,세계자동차 제주박물관 티하우스,"클라식카라곤 하지만 미국중심의 자동차가 주를 이뤄서 자동차 역사를 볼수 있는 정도는 아님.
컬렉션이 빈약한 수준임. 조금이라도 자동차에 대한 전문지식이 있는 분이라면 굳이 방문하지 않아도 됨.커피 너무 맛없어요.. 4800원에 자판기 커피 마셨네요 --;박물관 구경하다가 잠깐 쉴수 있네요 ㅎㅎ 맛은 뭐 평범해요"
625,세라비,예쁘고 조하요
626,세븐바스켓,괜춘한카페...
627,세컨드뮤지오,"깔끔한 분위기
눈에 안띄는 대문
흐릿한 커피"
628,세컨드하우스,사장 남편분 잘생기셨어요! 직접 따신 귤로 만든 청귤에이드라 믿음이 가는곳~~ 가게도 깔끔하고 파는 옷들도 다 넘 이쁘네요~~
629,세탁쏘,"단호박 케이크가 정말 별로 였어요. 아무 맛도 없었어요. 무맛. 그래도 공간이 편안하고 예뻤고, 커피는 마실만 했어요.너무 맛있어요요거 우리동네에 있었음 좋겠어요. 
라떼도 정말 맛있고 당근들어간 어려운 이름의 빵도 넘 맛있었어요. 망고스무디도 맛있고.... 인테리어도 취향저격에 사장님도 친절하시고 다 마음에 들어요. 
주문한 음식 가져다 주실 때 제 딸이 &quot;고맙습니다&quot; 하니까 웃으며 &quot;제가 더 고맙습니다&quot; 하시던 사장님 말씀이 훈훈하고 인상깊었어요집근처에 예쁜카페가 있길래 가봤어요~ 동네분들도 많이가요~ 맛도 괜찮도 분위기도 좋아요~"
630,세피베이글,"맛있어요!! 사장님도 친절하시고 베이글도 넘 마싯어요^_^베이글 샌드위치 너무 맛있어요 ㅎㅎ일정 때문에 빨리 일어나야해서 아쉬웠지만 브런치 메뉴의 구성도 좋고 가성비도 좋네요^^*최고의 베이글쥔장님 너무나 친절하시구요, 직접 만든 베이글과 크림치즈 담백 고소 쫄깃 맛있었어요
아메리카노도 좋아요~~사장님 너무 친절하시고♡ 베이글칩 진짜 마약인줄ㅜㅜ 한번 먹으면 못끊겟어요 너무맛있음!!!The bagels are awesome! This time I used them for burgers. Delicious!맛이 좋습니다^^"
631,셜록홈즈 제주시청점,"너무 재미있어요 시설도 좋고
 사장님이랑 알바분이 너무 친절해서 기분이 좋았어요
탈출은 실패했지만.. ㅋㅋ.... 알바님께서 설명 친절히 해주셔서 짱짱"
632,소금인형,"지나가다들린 리얼 참 트루 로컬 카페. 
고급진(?) 다방 느낌 물씬. 
생마 밀크쉐이크 완전 내스탈~ 아주머니가 만들어주시면서 꿀 넣어서 덜달거에요 라고하심. 적당히 끈적 담백 달달 고소한것이 딱 맘에 들었다ㅎㅎ"
633,소담,"전체적으로 담백하고.. 깔끔하게 나옵니다. ㅎㅎ 맛있어요고양이도 귀엽고 사람도없고 조용해요 좋아요!여기는 조용하면서 범섬뷰가 끝내줌. 날씨좋은날에 여기2층에서 커피마시면 좋아요. 음악도 좋고 스피커 소리감성도 좋음바다를 바라보며 커피한잔~~
너무 좋아요^^"
634,소라의성,다양한 분야의 책들이 많아서 좋습니다
635,소보리당로222,"들어가려고 했더니 친절하게 No kids zone 이라네요최고 !!!  마잇쪙!!!!커피, 라떼, 티라미슈 모두 맛 남. 게다가 친절한 주인장까지 +@인테리어 너무 예쁘구 소보리라떼 진챠 맛있어요♡
동네도 조용하니 좋았어요"
636,소설속에,팥빙수 최고!
637,소소한담,너무비쌈 제주물가고려해도소품만 사러 가세요 호호
638,소소희,"무화과 사워도우 짱맛! 가격이 11000원이라 비싸지만!무화과 사워도우 정말 맛있습니다 가격이 비싼게 아니에요... 만드는데 정성과 시간이 많이들어가는 빵들입니다편안하고 아늑한 분위기, 생각보다 다양한 빵들과 유리병에 담겨있어 왠지 더 맛있게 느껴지는 말차우유. 가격은 좀 있지만 빵순이라면 들러볼만 합니다 사워도우가 맛있어요!amazing sourdough bread!언제까지나 자리를 지켜주었음 하는 우리 동네 완소 빵집!"
639,소스테이,경치도 좋고 날씨도 짱입니다  한번 와보세요 추천합니다
640,소심한물고기,"너무 맛있었어요!제주 여행의 마지막 코스로 방문한 소심한 물고기. 
취미와 취향의 향유라는 슬로건이 어울리는 멋진 곳이었습니다. 
15인치 오토그라프 운영중인 카페라는 소문을 듣고 여행마지막날 일정으로 방문했습니다.
카페 들어서자마자 공간의 채우는 아름다운 음악 소리에 반했어요. 음악과 오디오에 관심있으신 분은 필수 방문 코스라고 생각합니다. 카페 운영하시는 부부 사장님께서도 친절하시고, 커피와 오디오의 내공도 상당하셨어요. 많이 배웠습니다:)
함께 방문한 아내는 아인슈페너를 마셨는데 굉장히 만족해 했습니다. 직접 만드신다는 마카롱도 기대했는데 솔드아웃이라 아쉬웠지만 커피가 맛있어서 힐링되었어요.
다음 번 제주도여행에서도 재방문!!"
641,소요유,"소요유  이전 했어요.

브라우니 .맛 나요."
642,소이재,"맛있어요너무 오래 걸려서 나와요 ㅜㅜ 주문 할때 오래 걸릴거라는 안내 해주시면 좋을거 같아요- 맛은 좋은데! 맛은 70-80
가격은 너무 비쌈
근데 음식 나오는데 45분 걸림;;;굳이 멀리서는 찾아올 필요는 없는거같어용
동네 카페예용 조금 친절하셔용"
643,소자38,"전망은 좋은데 
커피 맛 없네요최악 다섯명 가서 음료세개 돈가스 파스타 이렇게 주문했는데
알바생은 줄려는 앞접시를 사장이 못준다고 거절
사람 무안하게 만들어버림
돈가스는 쳐비싼데 이게 돈가스인지 함박인지도 모르겄고
암튼 최악인테리어가 예쁜 카페. 갱유지에이드가 신선했음ㅋ한가로운 시간, 
조용한 분위기, 
맛있는 돈가스와 라떼,
환상의 조합!제주도 사계리에 위치한 빈티지카페!! 창밖으로 보이는 배경도 너무 이쁘고 차랑 음식 맛도 👍👍👍👍👍😍파니니, 돈까스 쫭!
다음 제주도 여행필수코스로 저장!가게분위기도 좋고 맛있당~ 바닷가바로앞에ㅎ 
고르곤졸라피자&돈까스 굿굿돈가스가게가 넘 이뽀♥
파니니랑 돈까스 ㅎ_ㅎ남자 사장인가가.. 말투가 퉁명스럽고 불친절해서 다시 가고픈 생각은 없음."
644,소통펜션,제주도여행 잡히고 신중히 펜션고르다가 예약하고 갔던곳 ㅎㅎ 외부시설부터 내부까지 시설자체가 고급지고 깔끔하고 좋더군요! 편의시설들도 인근거리에 다 위치해있어서 진짜 편하고 좋더라구요! 굿 추천함다
645,소풍키즈카페,"처음 가본 키즈 까페네요~
다른데랑 비교는 못하더라도 쌍둥이 애들이 너무 재미나게 놀았어요~
시내 조금 외곽이라 한적하니 좋구.
팥빙수랑 스무디도 참 맛나게 먹었네요~
첫인상은 왤케 허름 할까 했는디..옛날 생각나고 더 좋았어요.
다른걸 떠나서 애들이 재밌게 놀았던 장소라 별점 5점!!"
646,솔나라패브릭스토리,사장님 친절하시고 실력도 좋으심
647,솔빛바다,무명 가수 불러다 앰프 켜놓고 뽕짝에 맞춰 손님들 고래고래 고성방가하던데 외국 관광객들 죄다 이게 뭔일이야 이런 표정.
648,솔트,조식 맛있었어요 드립커피도 좋아요
649,솔트스톤스페셜커피,"커피값은 비싼데 맛이 없습니다
메뉴판의 설명이랑 맛이 달라요
솔트는 떼야 양심상 맞지 않나 싶네요
솔트스톤 아니고 그냥 스톤...
회사가 근처라 맛있으면 자주 가려고 들려봤는데 안갈거같네요~커피들이 당췌 무슨 맛들인지 모르겠어요.
맛이 없는 건 아닌데, 네.
분위기는 좋아요.인테리어는 너무좋은데 맛이 아쉬워요...그냥 그러함... 솔트커피 기대보다 못미침: 커피 위에 올려주는 폼이 개거품;;; 이라 별로였음.넓고 밝은 분위기
적당한 바디감의 깔끔한 커피맛! 좋네요
앞으로 자주 가게 될 듯합니다 ~마자그란 자몽 맛나요.~/커피 퀄리티도 좋았고 
베이커리도 괜찮았었는데 스콘이 특히 맛있었어요 
게다가 분위기 최고~~스페셜한커피 최고의 커피! 최고네요.사람없을 때 가면 널찍하고 분위기도 좋고 ㅠㅠ좋아요
다만 커피맛은 별로!"
650,송당나무카페,"관리 안된 화분들 너무 많아요 ㅠㅠ 웃자란 묘종 가격도 비싸고 .. 고양이 보고 싶었는데 고양이도 없었고, 비싼 티라미스 화분준다고 해서 사먹었는데 물꽂이 며칠 안된 핑크스타? 심어줘서 금방 시들시들 죽네요.. 산책하는 곳도 관리가 안됐어요예쁘장한 풍경에 그렇지못한 맛과 가격장소가 생각보다 협소하고 커피도 비싼 편.
다시오고 싶지 않네요비오는 날 운치있고 좋았어요:)비오는날 갔는데 매우 조용하고 클래식이 나오고 식물들과 고양이가 있어서 힐링하는 기분이 듭니다!
차가 없다면 대중교통으로는 가기 힘들 것 같습니다.꽃을 보며 힐링하는 공간입니다 
아기자기한 야외 정원은 요즘 제주 노키즈 존이 많아 서운할 때 아이들이 뛰어놀기 좋은 잔디밭도 있어요. 여러가지 꽃들이 숨어있는 정원에서는 꽃들이 다양하게 섞여있어서 무슨 꽃인지 찾는 재미도 있네요. 
사람 잘 따르는 고양이를 아이들이 너무 좋아해서 고양이보러 가자고 하네요. 꽃 속에 잠 든 고양이는 이 집의 트레이드 마크입니다. 
꽃 속에 둘러쌓인 분위기에서 멋진 차 한 잔 할 수 있는 특별한 공간입니다. 주인이 너무 불친절합니다. 카피 맛을 잡칠 정도입니다. 절대 방문하지 말아주세요 ^^가드닝카페겨울인데 화사한 꽃들이 아름다운 정원까페네요.
송당리에서 늦은 아침을 먹고 골목을 따라가다 우연히 만난 에쁜 곳입니다.
다음에 가족과 함께 오고프네요. 친질라 고양이 3마리가 사람을 반겨줍니다.멀리서보면 예쁜 카페지만 가까이 보면 관리 안되어 죽은 꽃들 천지, 꼬리가 다친 채 있는 고양이, 바깥에 개천까지 내려가있는 고양이와 묶여있는 강아지... 있는 내내 마음이 안좋았습니다..커피는 괜찮은데 들어와 주문하려고해도 사장님이 쳐다도 안보고 전혀 친절하지 않네요~ 화분들 때문에 앉을자리도 매우 협소 합니다~ 재방문 의사 0고양이가 있으면 무조건 좋은 곳 아닙니까?분위기 짱! 
직접 만든 차도 너무 맛있음아담하고 너무 맛난 티라미스 그리고 고양이온통 꽃과 식물. 
볕이 잘드는 통유리에, 높은 천장. 
고양이가 있었고 사람들이 드문 드문. 
오픈 초기에 갔었는데, 요샌 사람이 많아지지 않았을까?
향기에 젖어들고 멍 때릴수 있는 공간이였습니다.
바쁘신데 봄에어울리는 식물 추천도 감사드립니다 
집안에 봄향이 가득합니다 ^^주인이 너무 불친절해서 기분을 망칠 정도임. 절대 비추천입니다.벌레때문에 별하나뺌비오는 날 간게 첫번째  상견례 후 두번째  그리고 또 비온날 한 세번 갔는데 가득한 식물들 속에서 차도 마시고 좋아요친절함.일에 대한 열정"
651,쇠소깍돌카페,"기다릴 수 있는 여유를 가지고 가셔야 할 듯 한 맛집
맛있게 먹은 핑크색 스파게티
점심 지나서 갔는데 혼자 하셔서 기다림의 여유를 가지고
가서 맛있게 먹을 수 있는 맛집 
밀가루 음식을 별루라고 생각 하는 나는 정말 맛있게 먹은 스파게티이제 요리는 안하고 음료만 한단다. 투박하지만 아기자기한 카페.
-14.5.3파스타파스타피자#음식맛 분위기 굿굿!스테끼가맛있었던집!!수제버거두파는데 담에먹어봐야겠음음식도 맛나고 .. 커피&음료도 괜춘해요 단, 영업시간 잘 알아보고 가셔야해요 ~제주3돌까페~~꼭가보리 ㅋ파스타괜춘한 카페레~~수제버거에 고기육즙이ㅋㅋ
크림파스타도 약간의 매콤(!)ㅋ
점심으로 먹기 조금 비싸지만 이럴때 아님 언제먹겟냥.ㅎㅎ
테이블이 많지않아 크게시끄럽지도않고 가끔가기엔 괜춘.맛잇어ㅡ
근데,
치킨텐더는 넘 짰어ㅜㅜ그냥파스타 버거 샐러드 다맛나다니 묵으러가봐야지크림파스타도  맛있고  버거도  맛나지만  버섯샐러드가  쫭!ㅋㅋㅋ하효동 돌까페안가봤는디... 좋은가^^"
